sample_ID,Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales,Bacteria;Acidobacteriota;Aminicenantia;Aminicenantales,Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales,Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales,Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales,Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales,Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales,Bacteria;Actinobacteriota;Actinobacteria;Frankiales,Bacteria;Actinobacteriota;Actinobacteria;Micrococcales,Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales,Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales,Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales,Bacteria;Actinobacteriota;Actinobacteria;uncultured,Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales,Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales,Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales,Bacteria;Bacteroidota;Bacteroidia;Chitinophagales,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales,Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales,Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales,Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20,Bacteria;Campilobacterota;Campylobacteria;Campylobacterales,Bacteria;Chloroflexi;Anaerolineae;Caldilineales,Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales,Bacteria;Dependentiae;Babeliae;Babeliales,Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales,Bacteria;Desulfobacterota;Desulfuromonadia;Geoalkalibacteraceae,Bacteria;Elusimicrobiota;Elusimicrobia;Elusimicrobiales,Bacteria;Elusimicrobiota;Lineage IIa;Elusimicrobia bacterium RIFCSPLOWO2_01_FULL_59_12,Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales,Bacteria;Firmicutes;Bacilli;Bacillales,Bacteria;Firmicutes;Bacilli;Erysipelotrichales,Bacteria;Firmicutes;Bacilli;Izemoplasmatales,Bacteria;Firmicutes;Bacilli;Lactobacillales,Bacteria;Firmicutes;Bacilli;Mycoplasmatales,Bacteria;Firmicutes;Bacilli;RF39,Bacteria;Firmicutes;Bacilli;Staphylococcales,Bacteria;Firmicutes;Bacilli;Thermicanales,Bacteria;Firmicutes;Clostridia;Caldicoprobacterales,Bacteria;Firmicutes;Clostridia;Christensenellales,Bacteria;Firmicutes;Clostridia;Clostridia UCG-014,Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group,Bacteria;Firmicutes;Clostridia;Clostridiales,Bacteria;Firmicutes;Clostridia;Eubacteriales,Bacteria;Firmicutes;Clostridia;Hungateiclostridiaceae,Bacteria;Firmicutes;Clostridia;Lachnospirales,Bacteria;Firmicutes;Clostridia;Monoglobales,Bacteria;Firmicutes;Clostridia;Oscillospirales,Bacteria;Firmicutes;Clostridia;Peptococcales,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales,Bacteria;Firmicutes;Clostridia;uncultured,Bacteria;Firmicutes;Incertae Sedis;DTU014,Bacteria;Firmicutes;Limnochordia;Hydrogenispora,Bacteria;Firmicutes;Limnochordia;M55-D21,Bacteria;Firmicutes;Moorellia;Desulfitibacterales,Bacteria;Firmicutes;Negativicutes;Acidaminococcales,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales,Bacteria;Firmicutes;uncultured;uncultured Peptococcaceae bacterium,Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales,Bacteria;Myxococcota;Polyangia;Polyangiales,Bacteria;Myxococcota;Polyangia;mle1-27,Bacteria;Myxococcota;bacteriap25;uncultured bacterium,Bacteria;Nitrospirota;Nitrospiria;Nitrospirales,Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales,Bacteria;Proteobacteria;Alphaproteobacteria;uncultured,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales,Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales,Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales,Bacteria;Proteobacteria;Gammaproteobacteria;EV818SWSAP88,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales,Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales,Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales,Bacteria;Spirochaetota;Brachyspirae;Brachyspirales,Bacteria;Spirochaetota;Spirochaetia;Spirochaetales,Bacteria;Synergistota;Synergistia;Synergistales,Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales,Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales,Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales,label
H26107,0,0,0,0,0,0,25,0,6,0,0,0,0,914,0,0,3594,0,24,0,0,0,0,0,0,0,41,0,0,0,0,4,516,0,650,0,673,10,0,0,151,15,0,32,0,0,4219,60,4920,0,92,0,0,0,0,0,32,3234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,174,0,0,0,0,1334,0,0,0,0,0,0,0,0,0,0
H18106,0,0,0,0,0,4,0,0,0,0,0,0,0,15,0,0,5009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,33,0,12,0,0,0,12,474,1,1,0,0,1059,133,1936,2,6,0,0,0,0,0,4,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,5,0,0,0,0,1558,0,0,0,0,0,0,0,0,0,0
H26881,0,0,0,0,0,7,0,0,0,0,0,0,0,72,0,0,2716,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,225,0,236,0,3134,0,0,0,111,76,0,42,1,0,980,4,1726,0,34,0,0,0,0,0,1,275,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,19,0,0,0,0,588,0,0,0,1,7,13,0,6,0,0,0,0,0,0,0
H27218,0,0,0,0,2,2,0,0,0,0,0,0,0,89,0,0,8202,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,413,0,227,0,0,0,0,0,54,1,0,1,0,0,4004,1,2327,0,54,0,0,0,0,0,0,1213,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1898,0,0,0,0,3435,0,0,0,0,8,37,0,0,0,0,0,0,0,0,0
H27117,0,0,0,0,0,5,0,0,3,0,0,0,0,625,0,0,4118,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,302,0,219,0,40,0,0,0,462,1815,5,56,15,0,5839,199,9517,51,143,0,0,1,0,0,146,221,0,4,0,0,0,0,0,0,0,0,0,0,0,134,0,17,0,0,0,0,251,0,0,0,1,816,0,0,0,0,0,0,0,0,0,0
H26102,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,1710,0,0,0,0,0,0,0,6,0,357,0,0,0,0,0,205,6,7,0,450,1,0,5,1285,733,51,3,0,0,1382,18,1761,6,34,4,3,0,0,0,46,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,835,0,0,0,0,2,0,0,1,0,0,0,0,0,3,0
H25970,0,0,0,0,3,8,2,0,3,0,0,0,0,110,0,0,15133,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,334,0,86,0,0,4,0,0,55,1663,1,1,0,0,2439,96,3066,0,226,0,0,0,0,0,0,2646,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1537,0,0,0,0,2145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H26835,0,0,0,0,6,1,13,0,0,0,0,0,0,245,0,0,3072,0,1,7,0,0,0,0,0,0,135,0,0,0,0,3,331,0,117,0,0,0,0,0,44,2,0,2,6,0,1200,6,1053,0,14,0,0,0,0,0,0,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,3,0,6616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H18261,0,0,0,0,0,0,1,0,0,0,0,0,0,62,0,0,4158,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,141,1,52,0,0,0,0,0,3,1,0,0,5,0,2901,124,1233,0,20,0,0,0,0,0,16,6426,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,25,0,0,0,0,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H29002,0,0,0,0,4,1,2,0,0,0,0,0,0,2543,0,0,19889,0,0,0,0,0,0,0,33,0,312,0,0,0,0,0,771,0,289,0,0,2,0,0,36,694,2,48,0,0,5796,191,5884,2,195,0,0,0,0,0,2,4288,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,0,0,0,0,694,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0
H18212,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,6799,0,0,0,0,0,0,0,60,0,18,0,0,0,9,0,328,3,36,0,1019,0,0,0,138,1641,30,3,0,0,1936,170,2164,6,31,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,139,0,0,0,0,313,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
H25807,0,0,0,0,3,4,0,0,1,0,0,0,0,511,0,0,7467,0,0,0,0,0,2,0,0,0,59,0,0,0,0,0,83,37,28,0,0,5,0,0,415,1291,235,5,1,0,898,22,3792,9,34,0,4,0,0,0,20,615,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,377,0,0,0,0,1140,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
H26778,0,0,0,0,13,3,4,0,3,0,0,0,0,316,0,0,3919,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,605,0,85,0,151,0,0,0,326,54,1,4,0,0,3250,8,1741,1,44,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,137,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1
H18284,0,0,0,0,0,1,0,0,0,0,0,0,0,177,0,0,7754,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,111,0,23,0,0,0,0,0,43,0,7,4,0,0,1139,20,1134,9,23,0,0,4,0,0,0,3813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,1863,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
H26737,0,0,0,0,0,0,1,0,0,0,2,0,0,26,0,0,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,83,0,1,27,0,0,0,0,0,0,0,0,1931,8,835,0,12,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,17119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H26766,0,0,0,0,2,0,0,0,0,0,0,0,0,12,0,0,13397,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,49,33,30,0,13,4,0,0,10,184,0,15,1,0,1745,386,2078,0,8,0,0,0,0,0,8,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,52,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
H25961,0,0,0,1,8,9,0,0,3,0,0,0,0,304,0,0,721,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1073,0,58,0,0,0,0,0,69,0,0,187,0,0,4193,152,866,0,35,0,0,0,0,0,0,7940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,12519,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0
H32788,0,0,0,0,4,3,0,0,1,0,0,0,0,219,0,0,16759,0,1,0,0,0,24,0,0,0,49,0,0,0,0,0,974,0,189,0,0,0,0,0,0,0,0,5,2,0,4266,7,3366,0,31,0,0,0,0,0,0,2808,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1774,0,0,0,0,201,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0
H18324,0,0,0,0,1,0,1,0,0,0,1,0,0,99,0,0,7077,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,113,9,399,0,0,2,0,0,10,13,0,0,0,0,2060,69,1379,0,39,0,0,0,0,0,62,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,2669,0,0,0,0,344,1,0,0,0,0,0,0,0,0,0
H26715,0,0,0,0,2,0,0,0,0,0,0,0,0,22,0,0,4251,0,3,0,0,0,0,0,1,0,13,0,0,0,0,0,27,0,10,0,40,1,0,0,84,77,0,15,0,0,585,4,2956,2,23,0,0,0,0,0,604,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,2634,0,0,0,0,33,2,0,0,0,0,0,0,0,0,0
H30966,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,6113,0,29,0,0,0,0,0,13,0,6,0,0,0,0,0,80,17,46,0,169,0,0,0,1424,2140,135,19,0,1,1391,224,3238,14,29,0,3,0,0,0,0,8115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847,0,0,0,0,212,0,0,0,0,218,2,0,0,0,0,0,0,0,0,0
H26898,0,0,0,0,1,1,2,0,0,0,0,0,0,4,0,0,6188,0,0,0,0,0,2,0,4,0,266,0,0,0,0,0,83,0,5,0,0,0,0,0,69,29,0,0,0,0,2424,40,1929,0,13,0,0,0,0,0,198,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760,0,0,0,0,73,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0
H18170,0,0,0,0,1,4,0,0,0,0,0,0,0,45,0,0,4467,0,0,0,0,0,0,0,17,0,83,0,0,0,0,0,31,50,4,0,939,2,0,11,609,1194,90,2,1,0,750,163,1730,16,35,1,22,1,0,0,22,366,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,2321,0,0,0,0,8,1,0,0,0,0,0,0,0,3,0
H26587,0,0,0,0,2,7,1,0,0,0,2,0,0,165,0,0,2933,0,1,0,0,0,0,0,0,0,164,0,0,0,0,0,161,0,62,0,8,0,0,0,370,281,2,75,0,0,931,55,1843,9,36,0,1,0,0,0,0,482,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,67,0,0,0,0,1850,0,0,0,0,48,14,0,0,0,0,0,0,0,3,0
H27372,0,0,0,0,2,0,0,0,0,0,0,0,0,1217,0,0,9209,0,54,0,0,0,0,0,0,0,259,0,0,0,0,0,687,0,26,0,419,1,0,0,371,1481,9,9,4,0,1533,138,10676,12,127,0,15,0,0,0,0,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,3245,0,0,0,0,0,3560,0,0,0,0,0,0,0,9,0
H25887,0,0,0,0,9,1,12,0,11,0,2,0,0,248,0,0,5888,0,0,0,0,0,0,0,0,0,11,0,0,0,0,7,1487,0,320,0,0,11,0,0,0,1,0,0,0,0,9946,189,3884,0,5,0,0,0,0,0,0,1213,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,16,0,0,0,0,456,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
H27317,0,0,0,0,0,0,0,0,10,0,0,0,0,67,0,0,17001,0,10,0,0,0,0,0,0,0,7,0,0,0,0,0,170,0,26,0,0,0,0,0,82,12,29,0,0,0,1685,9,4291,0,162,0,0,0,0,0,1,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,20,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
H26773,0,0,0,0,8,1,0,0,0,0,0,0,0,96,0,0,10296,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,580,0,7,0,0,5,0,0,96,168,3,8,0,0,1968,19,935,6,8,0,0,0,0,0,0,2186,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,141,0,0,0,0,6,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0
H28001,0,0,0,0,8,0,0,0,3,0,1,0,0,379,0,0,12700,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,451,5,246,0,201,14,0,0,707,91,3,144,7,0,3036,748,7392,0,86,0,0,0,0,0,0,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,2075,0,0,0,0,49,2,0,0,0,0,0,0,0,0,0
H18328,0,0,0,0,0,0,0,0,1,0,2,0,0,28,0,0,7131,0,1,0,0,0,0,0,20,0,0,0,0,0,0,0,38,0,5,0,0,0,0,0,48,0,4,30,0,0,1041,17,1774,5,6,0,7,0,0,0,0,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H27405,0,0,0,0,2,0,0,0,0,0,0,0,0,180,0,0,16558,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,103,0,0,0,0,0,216,158,0,78,0,0,3628,122,5083,0,17,0,0,0,0,0,4,114,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,12,0,0,2,0,7835,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
H27138,0,0,0,0,0,0,0,0,1,0,1,0,0,40,0,0,11154,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,132,0,46,0,39,1,0,0,471,784,1,1,0,0,3426,135,2558,33,26,0,0,1,0,0,0,5886,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,79,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
H26596,0,0,0,0,1,3,0,0,2,0,0,0,0,132,0,0,6720,0,0,0,0,0,1,0,0,0,130,0,0,0,0,0,242,0,350,0,0,0,0,0,82,0,1,81,0,0,695,32,1785,3,8,0,0,0,0,0,0,218,0,1,0,0,0,0,8,0,0,0,0,1,0,0,0,49,0,0,0,0,336,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0
H26697,0,0,0,0,3,2,2,0,0,0,1,0,0,126,0,0,5868,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,290,0,43,0,145,1,0,0,193,664,32,0,0,0,2787,40,3894,30,13,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,1,0,1651,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
H18271,0,0,0,0,14,3,1,0,0,0,0,0,0,1761,0,0,5780,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,1692,9,201,0,320,9,0,0,777,2593,15,151,0,4,2734,278,3998,81,54,0,14,4,0,0,156,170,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,32,0,0,0,0,105,0,0,0,0,178,0,0,0,0,0,0,0,0,1,0
H31091,0,0,0,0,2,0,0,0,0,0,0,0,0,215,0,0,7100,0,0,0,0,0,0,0,50,0,57,0,0,0,0,0,70,0,83,0,0,1,0,0,115,201,0,274,0,0,2273,110,2484,0,128,0,0,1,0,0,84,905,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,289,0,0,0,0,877,0,0,0,0,7,0,0,0,0,0,2,0,0,6,0
H21553,0,0,0,0,3,1,0,0,0,0,0,0,0,102,0,0,6227,0,37,0,0,0,0,0,3,0,45,0,0,0,0,0,223,0,103,0,0,1,0,0,274,0,9,4,0,0,1274,88,2716,12,19,0,1,0,0,0,282,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,1605,0,0,0,0,18,0,0,0,0,0,0,0,1,0,0
H26591,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3613,0,18,0,0,0,0,0,8,0,0,0,0,0,0,0,64,0,3,0,218,0,0,0,181,16,7,13,0,0,1241,9,1416,1,9,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,11,0,0,0,0,1540,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
H18099,0,0,0,0,20,0,0,0,0,0,4,0,0,148,0,0,2929,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,215,0,144,0,0,3,0,0,246,0,7,0,12,30,1943,150,4055,17,51,2,5,0,0,0,0,1369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,3122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H25810,0,0,0,0,0,0,0,0,1,0,0,0,0,34,0,0,6866,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,75,0,87,0,0,2,0,0,208,1,2,97,0,0,1452,76,2512,0,31,0,0,0,0,0,0,608,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,27,0,0,0,0,235,0,0,0,0,0,0,0,0,2,0
H28007,0,0,0,0,0,0,0,5,21,0,0,0,0,94,19,0,897,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,135,0,323,0,0,0,0,0,79,0,0,43,0,0,11430,53,2000,0,51,0,0,0,0,0,78,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,13,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
H27336,0,0,0,0,4,0,0,0,0,0,0,0,0,44,0,0,7663,0,0,0,0,0,0,0,2,0,103,0,0,0,0,0,400,0,57,0,143,0,0,0,250,483,0,18,4,1,8470,188,8755,47,215,0,0,0,0,0,0,4102,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,103,0,0,0,0,13,0,0,0,0,9,2,0,0,0,0,0,0,0,1,0
H32810,0,0,0,0,42,1,0,0,3,0,0,0,0,1213,0,0,5801,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,1532,0,57,0,1,1,0,0,1,0,0,3,0,0,5728,41,1546,92,259,0,0,0,0,0,812,905,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,126,0,0,4,0,13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
H28050,0,0,0,0,14,0,0,0,0,0,0,0,0,208,0,0,2254,2,0,0,0,0,4,0,54,0,2,0,0,0,0,0,1125,0,584,0,287,0,0,0,192,107,0,820,9,0,6462,92,11768,0,153,0,0,0,0,0,1,1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,79,0,0,0,0,3779,0,0,0,0,0,0,0,0,0,0
H27319,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,7785,0,7,6,0,0,0,0,0,0,3,0,0,0,0,0,138,0,114,0,0,0,0,0,0,0,0,0,0,0,3473,97,4096,0,1,0,0,0,0,0,0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,4,0,2677,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0
H21542,0,0,0,0,5,6,0,0,2,0,0,0,0,65,0,0,11279,0,35,0,0,0,4,0,18,0,34,0,0,0,0,0,96,0,70,0,495,0,0,0,767,7663,17,443,2,8,1340,34,4169,22,25,0,2,0,0,0,0,671,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,22,0,0,0,0,513,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
H26615,0,0,0,0,0,8,0,0,1,0,0,0,0,102,0,0,1569,0,2,0,0,0,1,0,8,0,12,0,0,0,0,0,496,0,80,0,1,0,0,0,10,0,0,95,0,0,2469,15,1752,0,19,0,0,0,0,0,0,518,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1
H25751,0,0,0,0,0,0,2,0,0,0,2,0,0,324,0,0,10561,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,225,0,27,0,0,3,0,0,55,0,0,1,0,0,3015,17,3723,0,50,0,0,0,0,0,987,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,0,0,1815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H21534,0,0,0,0,0,0,4,0,1,0,0,0,0,91,0,0,2115,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,85,0,203,0,1,8,0,0,0,0,1,0,0,0,2668,0,107,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83,0,0,0,0,2977,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1
H26786,0,0,0,0,0,12,1,0,0,0,0,0,0,683,0,0,1635,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,60,0,673,0,0,0,0,0,47,0,0,15,0,0,4038,54,2127,0,22,0,0,0,0,0,255,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,1540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H18134,0,0,0,0,4,3,0,0,1,0,0,0,0,454,0,0,5802,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1214,0,337,0,0,1,0,0,0,0,0,1,86,0,4648,178,3705,0,5,0,0,0,0,0,424,634,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,20,0,0,0,0,940,0,0,0,0,24,5,0,0,0,0,0,0,0,0,0
H31093,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,6471,0,0,0,0,0,0,0,19,0,75,0,0,0,0,0,160,14,48,0,306,0,0,0,341,262,38,12,0,0,1539,152,3476,23,6,0,15,0,0,0,0,217,2,2,0,0,0,0,2,0,0,0,0,1,0,0,0,1407,0,0,0,0,161,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
H25992,0,0,0,0,0,0,1,0,2,0,0,0,0,52,0,0,5625,0,0,0,0,0,0,0,33,0,383,0,0,0,0,0,166,3,4,0,359,1,0,0,652,576,9,0,0,19,1493,26,3062,80,18,0,4,0,0,0,19,298,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
H26061,0,0,0,0,2,4,0,0,1,0,0,0,0,74,0,0,7047,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,0,185,0,6,0,0,0,138,319,1,6,0,0,791,8,1296,2,5,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,2399,0,0,0,0,30,0,0,0,0,0,0,0,0,5,0
H26603,0,0,0,0,1,1,0,0,1,0,0,0,0,223,0,0,3162,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,17,0,8,0,0,0,0,0,23,0,0,3,0,0,1324,11,2165,0,1,0,0,0,0,0,27,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,253,0,0,0,0,972,0,0,0,0,0,0,0,0,0,0
H27105,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8642,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,97,0,24,0,1,0,0,0,139,70,0,0,1,0,2361,42,2215,0,53,0,0,0,0,0,2745,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2150,0,0,0,0,85,0,0,0,0,16,0,0,0,0,0,0,0,0,2,0
