sample_ID,Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales,Bacteria;Acidobacteriota;Aminicenantia;Aminicenantales,Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales,Bacteria;Acidobacteriota;Subgroup 19;uncultured bacterium,Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales,Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales,Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales,Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales,Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales,Bacteria;Actinobacteriota;Actinobacteria;Frankiales,Bacteria;Actinobacteriota;Actinobacteria;Micrococcales,Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales,Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales,Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales,Bacteria;Actinobacteriota;Actinobacteria;uncultured,Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales,Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales,Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales,Bacteria;Bacteroidota;Bacteroidia;Chitinophagales,Bacteria;Bacteroidota;Bacteroidia;Cytophagales,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales,Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales,Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales,Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20,Bacteria;Bdellovibrionota;Oligoflexia;Oligoflexales,Bacteria;Bdellovibrionota;Oligoflexia;Silvanigrellales,Bacteria;Campilobacterota;Campylobacteria;Campylobacterales,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales,Bacteria;Chloroflexi;Anaerolineae;Caldilineales,Bacteria;Chloroflexi;Chloroflexia;Thermomicrobiales,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast,Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales,Bacteria;Dependentiae;Babeliae;Babeliales,Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales,Bacteria;Desulfobacterota;Desulfuromonadia;Geoalkalibacteraceae,Bacteria;Desulfobacterota;Syntrophia;Syntrophales,Bacteria;Elusimicrobiota;Elusimicrobia;Elusimicrobiales,Bacteria;Elusimicrobiota;Lineage IIa;Elusimicrobia bacterium RIFCSPLOWO2_01_FULL_59_12,Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales,Bacteria;Firmicutes;Bacilli;Acholeplasmatales,Bacteria;Firmicutes;Bacilli;Bacillales,Bacteria;Firmicutes;Bacilli;Erysipelotrichales,Bacteria;Firmicutes;Bacilli;Izemoplasmatales,Bacteria;Firmicutes;Bacilli;Lactobacillales,Bacteria;Firmicutes;Bacilli;Mycoplasmatales,Bacteria;Firmicutes;Bacilli;Paenibacillales,Bacteria;Firmicutes;Bacilli;RF39,Bacteria;Firmicutes;Bacilli;Staphylococcales,Bacteria;Firmicutes;Bacilli;Thermicanales,Bacteria;Firmicutes;Clostridia;Caldicoprobacterales,Bacteria;Firmicutes;Clostridia;Christensenellales,Bacteria;Firmicutes;Clostridia;Clostridia UCG-014,Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group,Bacteria;Firmicutes;Clostridia;Clostridiales,Bacteria;Firmicutes;Clostridia;Eubacteriales,Bacteria;Firmicutes;Clostridia;Hungateiclostridiaceae,Bacteria;Firmicutes;Clostridia;Lachnospirales,Bacteria;Firmicutes;Clostridia;Monoglobales,Bacteria;Firmicutes;Clostridia;Oscillospirales,Bacteria;Firmicutes;Clostridia;Peptococcales,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales,Bacteria;Firmicutes;Clostridia;uncultured,Bacteria;Firmicutes;Incertae Sedis;DTU014,Bacteria;Firmicutes;Limnochordia;Hydrogenispora,Bacteria;Firmicutes;Limnochordia;M55-D21,Bacteria;Firmicutes;Moorellia;Desulfitibacterales,Bacteria;Firmicutes;Negativicutes;Acidaminococcales,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales,Bacteria;Firmicutes;Syntrophomonadia;Syntrophomonadales,Bacteria;Firmicutes;uncultured;uncultured Peptococcaceae bacterium,Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales,Bacteria;Myxococcota;Polyangia;Haliangiales,Bacteria;Myxococcota;Polyangia;Polyangiales,Bacteria;Myxococcota;Polyangia;mle1-27,Bacteria;Myxococcota;bacteriap25;uncultured bacterium,Bacteria;Nitrospirota;Nitrospiria;Nitrospirales,Bacteria;Patescibacteria;Gracilibacteria;Absconditabacteriales (SR1),Bacteria;Patescibacteria;Parcubacteria;uncultured bacterium,Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales,Bacteria;Proteobacteria;Alphaproteobacteria;uncultured,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales,Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales,Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales,Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales,Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales,Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales,Bacteria;Spirochaetota;Brachyspirae;Brachyspirales,Bacteria;Spirochaetota;Spirochaetia;Spirochaetales,Bacteria;Synergistota;Synergistia;Synergistales,Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales,Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales,Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales,label
H26095,0,0,0,0,0,0,4,0,20,0,1,0,0,0,0,282,0,0,6284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,174,1,76,0,0,202,1,0,0,195,299,1,90,0,0,1064,263,1640,5,609,0,0,1,0,0,178,256,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,120,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,3,0,0,0,1
H26886,0,0,0,0,0,0,5,0,7,0,2,0,0,0,0,6,0,0,7643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,57,0,0,0,2,0,0,0,296,0,12,0,0,1031,44,946,0,0,0,0,0,0,0,0,634,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,60,0,0,0,0,5,0,0,0,0,797,2,0,0,0,0,0,0,0,0,0
H18334,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,8,0,0,5204,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,311,0,0,0,0,0,0,0,83,0,144,0,0,0,0,0,0,1,2,0,0,13,0,2155,1,2171,0,9,0,0,0,0,0,116,18,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,403,0,0,0,0,2251,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
H27370,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,460,0,0,3616,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,35,0,0,0,0,0,0,0,810,0,120,0,0,325,1,0,0,1752,346,4,145,0,0,4222,94,9958,19,198,0,0,0,0,0,1,4535,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,359,0,0,0,0,862,0,0,0,0,1109,7,0,0,0,0,0,0,0,0,0
H18174,0,0,0,0,0,0,7,4,2,0,1,0,0,0,0,23,0,0,7757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,166,0,156,0,0,0,3,0,0,68,0,35,1,4,10,1501,51,2733,4,84,24,0,1,0,0,124,5224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,1,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0
H28997,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,449,0,0,3388,0,0,1,0,0,0,0,0,1,0,0,0,0,19,0,14,0,0,0,0,0,0,0,500,137,206,0,0,568,0,0,6,1677,2008,16,0,0,4,6378,184,7521,40,109,0,15,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,298,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H25881,0,0,0,0,0,0,2,5,7,0,0,0,0,0,0,229,0,0,6469,0,0,3,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,654,0,46,0,0,318,0,0,0,96,791,2,8,0,0,2887,89,10275,0,123,0,0,0,0,0,585,15,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,180,0,0,0,0,101,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
H27272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,7565,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,66,0,101,0,0,0,0,0,0,214,1,1,0,0,0,8682,0,7533,6,29,0,0,0,0,0,80,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,3349,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1
H26875,0,0,0,0,0,0,119,2,0,0,0,0,0,0,0,208,0,0,5497,0,0,16,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,86,129,12,0,0,0,3,0,0,421,0,1,14,0,0,1089,0,1619,14,36,0,0,0,0,0,24,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,6068,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
H18188,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,44,0,0,3725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,45,0,17,0,0,4,0,0,0,102,1888,38,2,0,4,1111,40,1874,6,8,0,1,0,0,0,2,823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,452,0,0,0,0,2,0,0,0,0,122,0,0,0,0,0,0,0,0,2,0
H18328,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,28,0,0,7131,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,38,0,5,0,0,0,0,0,0,48,0,4,30,0,0,1041,17,1774,5,6,0,7,0,0,0,0,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H26603,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,223,0,0,3162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,17,0,8,0,0,0,0,0,0,23,0,0,3,0,0,1324,11,2165,0,1,0,0,0,0,0,27,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,253,0,0,0,0,972,0,0,0,0,0,0,0,0,0,0
H28010,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,1107,0,0,5389,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2480,0,197,0,0,0,0,0,0,1178,2,0,0,0,0,9582,26,6310,0,355,0,0,0,0,0,481,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H27117,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,625,0,0,4118,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,302,0,219,0,0,40,0,0,0,462,1815,5,56,15,0,5839,199,9517,51,143,0,0,1,0,0,146,221,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,17,0,0,0,0,251,0,0,0,1,816,0,0,0,0,0,0,0,0,0,0
H25838,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,14771,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,52,0,0,0,3,0,0,0,1,0,5,0,0,2037,0,447,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,445,0,0,0,0,5243,0,0,0,0,0,0,0,0,0,0
H25866,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,269,0,0,5655,0,0,28,0,0,0,0,0,0,0,0,0,0,4,0,141,0,0,0,0,0,0,0,463,5,35,0,0,1044,1,0,0,1302,1869,23,226,12,0,1184,243,3448,9,31,0,15,1,0,0,792,373,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,307,0,0,0,0,7479,0,0,0,0,7,0,0,0,0,0,0,8,0,1,1
H27224,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,19,0,0,10394,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,120,0,219,0,0,0,1,0,0,22,333,0,7,0,0,5254,101,7589,0,7,0,0,0,0,0,0,1780,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,973,0,0,0,0,17,0,0,0,0,3964,0,0,0,0,0,0,0,0,0,1
H27244,0,0,0,0,0,0,0,0,10,0,2,0,4,0,0,103,0,0,6272,0,0,13,0,0,0,0,0,0,0,0,0,0,25,0,31,0,0,0,0,0,0,0,187,5,281,0,0,618,0,0,0,337,285,0,3,0,0,3317,77,4735,16,96,6,0,0,0,0,596,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,43,0,0,0,0,6,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0
H26079,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,144,0,0,6648,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,19,0,0,0,0,0,0,0,64,6,65,0,0,511,2,0,0,239,474,12,4,0,3,2121,44,2037,36,22,0,9,0,0,0,51,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,235,0,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
H21545,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,113,0,0,8433,0,0,0,0,0,0,0,0,0,0,0,0,0,507,0,80,0,0,0,0,0,0,0,221,0,48,0,0,0,1,0,0,115,303,1,0,1,0,1270,35,3563,6,93,0,0,0,0,0,266,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,403,0,0,0,0,11,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
H27382,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,616,0,0,4094,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,89,0,47,0,0,1,0,0,0,1,3,0,140,0,0,1204,4,2622,0,131,0,0,0,0,0,433,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,1599,0,0,0,0,10104,0,0,1,0,0,0,0,0,0,1
H26087,0,0,0,0,0,0,3,2,2,0,2,0,0,0,0,23,0,0,3521,0,0,1,0,0,0,0,0,0,0,0,0,0,271,0,49,0,0,0,0,0,0,0,767,0,62,0,0,158,0,0,0,8,65,2,7,1,0,1531,28,2297,0,4,0,0,0,0,0,0,1067,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,2875,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
H26755,0,0,0,0,0,0,8,0,0,0,7,0,0,0,0,20,0,0,6691,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,665,0,0,0,13,0,0,0,0,0,0,0,0,2821,0,1018,0,1,0,0,0,0,0,0,2737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,456,0,0,0,0,51,0,0,0,0,0,0,0,0,0,1
H21550,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,241,0,0,4427,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,15,0,0,0,0,0,0,0,58,4,46,0,0,214,0,0,1,562,2599,7,26,7,0,654,58,3149,15,108,3,1,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,1235,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0
H18306,0,0,0,0,0,0,14,0,3,0,0,0,0,0,0,653,0,0,10143,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,220,0,0,0,0,0,0,0,339,0,57,0,0,0,1,0,0,395,0,0,16,2,0,1982,24,2850,0,45,0,0,0,0,0,68,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,766,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
H34165,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,188,0,0,3479,0,0,2,0,0,0,0,0,0,0,0,0,0,211,0,41,0,0,0,0,0,0,0,405,0,1528,0,0,0,0,0,0,0,0,0,344,1,0,2387,13,405,0,46,0,0,0,0,0,0,1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,0,5484,0,0,0,0,568,0,0,0,0,0,0,0,0,0,1
H25823,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,812,0,0,13081,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,0,0,0,0,0,0,0,168,8,84,0,0,0,0,0,0,1697,1264,6,37,0,1,1260,78,6241,16,70,0,1,0,0,0,0,1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
H27083,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,120,0,0,11539,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,21,0,0,0,0,0,0,0,121,0,76,0,0,293,0,0,0,253,1835,5,205,0,0,3339,112,6315,4,98,0,1,0,0,0,222,1533,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,93,0,0,0,0,342,0,0,0,0,263,3,0,0,0,0,0,0,0,0,0
H32826,0,0,0,0,0,0,2,0,18,0,0,0,0,0,0,840,0,0,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657,26,2368,0,0,81,6,0,0,230,2461,7,104,3,0,1360,2,1761,5,216,0,0,0,0,0,13,8,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,37,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H27394,0,0,0,0,0,0,25,3,1,0,0,0,0,0,0,861,0,0,5436,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1888,0,110,0,0,0,3,0,0,613,1,61,136,0,0,4757,450,6775,0,92,0,0,0,0,0,0,2807,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,66,0,0,0,0,76,0,0,0,0,74,3,0,0,0,0,0,0,0,0,0
H27150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,51,0,66,0,0,457,0,0,0,66,1828,0,3,0,0,4191,131,1733,0,5,0,0,0,0,0,30,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1048,0,0,0,0,72,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0
H32726,0,0,0,0,0,0,16,5,1,0,2,0,0,0,0,325,0,0,10197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,7,4936,0,262,0,0,0,6,0,0,0,0,0,61,0,0,5107,182,804,0,8,0,0,0,0,0,10,1289,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,1,0,15570,0,0,0,0,151,7,0,0,0,0,0,0,0,0,1
H26880,0,0,0,0,0,0,6,0,1,0,4,0,0,0,0,18,0,0,8853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,130,0,24,0,0,4,3,0,0,191,19,12,0,0,0,4285,174,5415,0,140,0,0,1,0,0,2,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1187,0,0,0,0,7924,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
H25976,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,137,0,0,6234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,345,0,212,0,0,0,0,0,0,54,0,3,0,1,6,1999,0,1235,6,121,0,0,0,0,0,1,111,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,855,0,0,0,0,7543,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
H27206,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,203,0,0,8219,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,69,0,15,0,0,0,0,0,0,0,0,0,1,2,0,3128,129,1175,0,12,0,0,0,0,0,1,8065,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6737,0,0,0,0,94,0,0,0,0,21,0,0,0,0,0,0,0,0,0,1
H25787,0,0,0,0,0,0,5,23,1,0,0,0,0,0,0,682,0,0,6211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,85,1,190,0,0,31,13,0,0,9,18,1,445,0,0,2749,226,3315,1,13,0,0,0,0,0,436,1793,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,91,0,0,0,0,699,0,0,0,0,263,0,0,3,0,0,0,0,0,0,0
H27981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,12361,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,7,0,44,0,0,0,0,0,0,11,1,0,1,1,0,699,6,892,0,5,0,0,0,0,0,0,6718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,50,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1
H32770,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,56,0,0,3827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,780,0,132,0,0,0,0,0,0,36,156,11,8,1,0,2348,93,2112,2,13,0,0,0,0,0,0,602,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0,5831,0,0,0,0,10,1,0,0,0,0,0,0,0,0,1
H25908,0,0,0,0,0,0,4,4,2,0,2,0,0,0,0,160,0,0,4632,0,0,0,1,0,0,0,0,2,0,0,0,0,33,0,314,0,0,0,0,0,0,0,229,0,333,0,0,0,5,0,0,45,106,5,0,0,0,3624,174,2628,14,254,0,3,0,0,0,0,5075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,8879,0,0,0,0,4,57,0,1,0,0,1,0,0,0,1
H25760,0,0,0,0,0,0,3,7,1,0,0,0,0,0,0,328,0,0,10622,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0,0,0,0,0,0,0,315,21,512,0,0,181,1,0,0,1168,717,2,221,0,0,2243,21,2911,5,45,0,0,0,0,0,153,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1139,0,0,0,0,3505,0,0,0,0,115,0,0,10,0,0,0,0,0,0,0
H26107,0,0,0,0,0,0,0,0,25,0,6,0,0,0,0,914,0,0,3594,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,4,516,0,650,0,0,673,10,0,0,151,15,0,32,0,0,4219,60,4920,0,92,0,0,0,0,0,32,3234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,174,0,0,0,0,1334,0,0,0,0,0,0,0,0,0,0
H27317,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,67,0,0,17001,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,170,0,26,0,0,0,0,0,0,82,12,29,0,0,0,1685,9,4291,0,162,0,0,0,0,0,1,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,20,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
H31024,0,0,0,0,0,0,14,7,6,0,7,0,0,0,0,1186,0,0,20705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,234,0,228,0,0,0,1,0,0,230,1,0,18,0,0,4430,69,3807,1,34,0,0,0,0,0,1,2284,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,81,0,0,0,0,72,4,0,0,0,0,0,0,0,0,0
H27213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,10112,0,0,155,0,0,0,0,0,0,0,0,0,0,33,0,429,0,0,0,0,0,0,0,104,41,6,0,0,21,1,0,0,539,1091,62,20,0,0,1688,35,3491,30,30,0,1,0,0,0,42,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,140,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
H21533,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34,0,0,1889,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,59,0,0,0,0,0,0,0,361,3,72,0,0,191,3,0,0,670,1122,11,0,0,1,513,6,1136,2,38,0,2,0,0,0,0,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,459,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0
H26921,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31,0,0,8430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,75,0,55,0,0,0,1,0,0,47,9,1,0,0,0,1621,30,1349,0,286,0,0,0,0,0,0,1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
